x,y,value,trend,cluster,set
563207.731488,6811124.801129,,954.8655146360397,-1.0,-1
563257.731488,6811124.801129,,953.06018024683,-1.0,-1
563307.731488,6811124.801129,,951.2887453436852,-1.0,-1
563357.731488,6811124.801129,,949.5529021471739,-1.0,-1
563407.731488,6811124.801129,,947.8541870713234,-1.0,-1
563457.731488,6811124.801129,,946.1940020918846,-1.0,-1
563507.731488,6811124.801129,,944.573617875576,-1.0,-1
563557.731488,6811124.801129,,942.9941794276237,-1.0,-1
563607.731488,6811124.801129,,941.4567146897316,-1.0,-1
563657.731488,6811124.801129,,939.9621397852898,-1.0,-1
563707.731488,6811124.801129,,938.511268556118,-1.0,-1
563757.731488,6811124.801129,,937.1048251390457,-1.0,-1
563807.731488,6811124.801129,,935.743425488472,-1.0,-1
542557.731488,6811174.801129,,420.1239089369774,-1.0,-1
542607.731488,6811174.801129,,419.08192467689514,-1.0,-1
542657.731488,6811174.801129,,417.97952365875244,-1.0,-1
542707.731488,6811174.801129,,416.8139636516571,-1.0,-1
542757.731488,6811174.801129,,415.5824390947819,-1.0,-1
542807.731488,6811174.801129,,414.2820748090744,-1.0,-1
542857.731488,6811174.801129,,412.909938454628,-1.0,-1
542907.731488,6811174.801129,,411.46303510665894,-1.0,-1
542957.731488,6811174.801129,,409.93831235170364,-1.0,-1
543007.731488,6811174.801129,,408.33265948295593,-1.0,-1
543057.731488,6811174.801129,,406.6429193019867,-1.0,-1
543107.731488,6811174.801129,,404.8658744096756,-1.0,-1
543157.731488,6811174.801129,,402.9982743859291,-1.0,-1
543207.731488,6811174.801129,,401.0368137359619,-1.0,-1
543257.731488,6811174.801129,,398.9781615138054,-1.0,-1
543307.731488,6811174.801129,,396.81894183158875,-1.0,-1
543357.731488,6811174.801129,,394.5557649731636,-1.0,-1
543407.731488,6811174.801129,,392.185213804245,-1.0,-1
543457.731488,6811174.801129,,389.70385682582855,-1.0,-1
543507.731488,6811174.801129,,387.1082580089569,-1.0,-1
543557.731488,6811174.801129,,384.39498031139374,-1.0,-1
543607.731488,6811174.801129,,381.5605927705765,-1.0,-1
543657.731488,6811174.801129,,378.60168528556824,-1.0,-1
543707.731488,6811174.801129,,375.5148776769638,-1.0,-1
543757.731488,6811174.801129,,372.2968147993088,-1.0,-1
543807.731488,6811174.801129,,368.94419598579407,-1.0,-1
543857.731488,6811174.801129,,365.45378029346466,-1.0,-1
543907.731488,6811174.801129,,361.82238483428955,-1.0,-1
543957.731488,6811174.801129,,358.0469150394201,-1.0,-1
544007.731488,6811174.801129,,354.12436196208,-1.0,-1
544057.731488,6811174.801129,,350.0518251657486,-1.0,-1
544107.731488,6811174.801129,,345.82651937007904,-1.0,-1
544157.731488,6811174.801129,,341.4457840323448,-1.0,-1
544207.731488,6811174.801129,,336.9071055650711,-1.0,-1
544257.731488,6811174.801129,,332.2081229686737,-1.0,-1
544307.731488,6811174.801129,,327.34665071964264,-1.0,-1
544357.731488,6811174.801129,,322.3206659257412,-1.0,-1
544407.731488,6811174.801129,,317.1283641755581,-1.0,-1
544457.731488,6811174.801129,,311.7681275010109,-1.0,-1
